days_since_last_offense,speed_recorded,zone_type,weather_conditions,cumulative_active_demerit_points,past_fine_payment_delays_days,reoffended_within_180_days
120,66.86,urban,clear,12,3.91,1
153,104.09,highway,clear,0,3.1,0
69,63.19,urban,clear,17,14.13,1
236,98.18,urban,clear,5,3.68,0
147,50.82,urban,clear,12,0.61,0
125,99.47,urban,rain,14,11.76,0
254,69.88,highway,rain,2,0.8,1
149,57.43,highway,rain,26,11.77,1
169,73.66,urban,fog,15,1.27,1
161,83.55,school_zone,clear,29,1.55,1
94,68.11,urban,clear,14,1.96,1
46,89.08,urban,clear,18,3.45,0
302,66.34,urban,rain,25,11.85,0
33,90.41,school_zone,clear,6,2.02,0
118,86.84,residential,clear,28,7.24,1
244,76.78,highway,clear,5,6.15,0
48,69.17,urban,clear,30,5.39,0
239,81.03,urban,night,19,10.4,0
268,89.01,urban,rain,16,5.73,0
242,119.24,school_zone,clear,6,6.06,1
111,96.79,urban,rain,17,8.59,1
7,97.52,residential,rain,17,3.54,1
324,139.77,highway,clear,30,5.07,1
119,88.32,highway,clear,25,6.49,1
294,87.69,school_zone,rain,14,9.72,0
72,92.08,urban,clear,12,4.59,1
59,57.82,school_zone,clear,11,5.01,1
284,69.12,urban,clear,11,7.12,0
343,67.88,school_zone,fog,0,4.66,1
314,90.95,highway,night,1,2.82,1
274,74.52,urban,fog,23,8.58,0
90,80.76,school_zone,clear,7,5.75,1
334,99.75,urban,clear,12,3.77,1
244,95.26,urban,rain,21,1.96,1
63,74.77,school_zone,fog,18,0.82,0
47,64.6,highway,night,11,7.38,1
318,100.71,residential,fog,23,2.76,0
100,93.48,highway,clear,4,1.19,1
280,45.87,highway,rain,14,2.48,0
50,71.74,urban,fog,3,6.47,1
102,81.31,urban,rain,16,2.74,1
103,93.58,residential,rain,2,6.56,0
102,96.2,urban,clear,29,3.25,1
246,83.68,highway,rain,20,5.05,1
334,89.7,urban,clear,7,5.39,0
333,79.28,urban,clear,18,8.26,1
271,64.52,highway,fog,10,8.44,1
74,72.77,school_zone,night,16,5.18,1
351,78.38,school_zone,fog,5,2.27,0
198,77.31,residential,clear,15,11.17,0
199,40.29,urban,clear,3,3.7,1
256,70.05,highway,clear,4,0.35,0
281,79.12,urban,fog,18,6.29,0
348,72.37,school_zone,rain,15,6.48,0
213,73.06,urban,night,9,3.82,0
223,87.76,highway,clear,1,1.28,0
272,56.42,urban,rain,13,1.01,0
93,45.44,school_zone,fog,28,4.06,0
112,71.04,school_zone,clear,21,2.07,1
228,93.28,residential,night,1,9.7,1
23,111.75,urban,rain,29,3.93,0
117,93.64,residential,clear,13,3.55,1
262,48.63,urban,clear,17,16.36,1
357,73.35,urban,fog,0,0.44,0
190,83.13,urban,rain,9,5.02,0
146,81.55,urban,fog,24,0.85,1
161,88.79,highway,fog,10,11.96,0
250,59.66,urban,clear,5,1.17,0
199,79.3,urban,fog,2,6.67,0
8,86.41,highway,night,28,6.0,1
197,94.51,school_zone,clear,25,0.83,0
146,61.89,highway,fog,1,6.71,0
256,71.1,highway,clear,28,3.24,1
320,23.92,urban,clear,25,7.66,0
352,65.57,school_zone,clear,11,3.06,0
223,67.51,urban,fog,20,6.73,1
132,57.61,urban,clear,7,4.64,0
162,81.31,urban,clear,7,6.71,0
64,76.88,highway,rain,22,7.56,1
342,32.82,urban,clear,6,4.25,1
310,82.31,highway,fog,11,3.72,0
312,59.43,urban,night,11,7.42,0
120,87.71,highway,clear,4,3.28,0
117,52.36,highway,clear,25,4.32,0
313,78.6,urban,night,20,13.54,1
199,72.34,urban,clear,26,5.06,1
257,84.06,highway,clear,16,8.44,0
179,80.49,highway,night,5,2.87,0
162,72.9,urban,fog,8,6.66,1
231,47.27,highway,rain,10,4.41,0
297,48.46,urban,rain,29,3.8,1
122,66.32,urban,night,7,0.76,0
296,77.83,urban,rain,21,2.09,0
89,65.84,highway,rain,3,17.06,0
147,90.5,urban,fog,29,4.6,1
334,72.42,highway,rain,20,5.08,0
349,58.7,urban,clear,13,9.52,1
338,72.44,school_zone,clear,10,6.2,0
115,82.52,urban,clear,10,3.78,0
308,84.5,highway,clear,6,3.81,0
342,115.57,school_zone,clear,18,1.94,1
358,64.62,urban,clear,26,7.06,1
7,76.53,urban,fog,7,7.24,0
272,86.52,highway,clear,23,5.13,0
364,77.53,residential,clear,17,4.5,1
279,67.99,residential,clear,23,7.29,0
85,47.01,urban,clear,23,1.9,0
279,67.78,school_zone,fog,1,6.45,1
38,56.53,urban,clear,0,14.04,0
175,43.47,urban,clear,28,2.95,1
229,62.09,highway,fog,4,4.17,1
167,57.06,highway,clear,17,11.61,1
256,89.68,highway,clear,23,5.14,1
87,90.02,school_zone,fog,15,8.91,0
221,59.92,urban,rain,0,6.73,0
236,72.8,highway,fog,0,7.14,0
231,40.84,urban,fog,20,2.81,1
105,68.11,urban,night,27,2.73,1
111,85.98,urban,clear,10,8.1,1
94,94.5,residential,fog,16,1.4,0
169,63.74,highway,rain,28,4.32,1
214,99.04,urban,clear,25,7.3,0
132,47.69,highway,night,16,4.15,1
150,53.05,residential,clear,20,4.54,0
104,92.19,residential,fog,29,9.22,0
80,111.42,highway,rain,24,12.57,0
240,87.87,urban,clear,12,21.62,0
298,77.19,highway,clear,21,11.85,0
106,34.1,school_zone,night,10,3.49,0
314,37.55,residential,rain,28,2.41,1
208,80.59,school_zone,clear,2,3.53,0
61,70.84,highway,clear,6,7.38,0
133,55.88,urban,fog,10,3.83,1
2,79.31,highway,clear,6,2.9,1
14,80.3,urban,rain,18,13.61,0
123,96.89,urban,rain,22,3.73,0
166,80.73,highway,clear,27,6.97,1
291,102.57,highway,rain,15,6.84,0
49,78.16,residential,clear,19,0.78,0
307,75.69,school_zone,night,18,13.06,0
85,99.29,residential,fog,0,1.79,0
50,58.43,school_zone,clear,21,1.26,0
256,134.29,school_zone,clear,0,3.4,0
283,85.51,urban,clear,16,2.44,0
221,85.62,highway,night,30,11.69,1
42,88.5,urban,clear,24,6.13,1
42,115.54,urban,rain,15,3.14,1
142,93.85,urban,night,9,1.21,0
164,45.9,school_zone,clear,25,6.66,0
365,106.07,school_zone,rain,26,4.01,1
104,71.18,residential,clear,11,7.33,0
70,80.14,residential,rain,3,6.16,0
346,52.41,residential,clear,18,2.51,0
56,88.52,urban,night,19,8.01,1
9,64.97,residential,clear,28,1.59,1
154,80.0,school_zone,clear,27,3.88,1
146,72.32,residential,fog,7,4.31,0
226,116.5,urban,fog,7,4.78,0
321,117.65,urban,rain,30,1.5,1
341,78.93,residential,rain,10,11.3,1
106,79.28,urban,clear,14,2.5,0
358,70.53,urban,rain,9,0.93,0
231,100.12,highway,clear,12,6.3,0
25,71.42,urban,clear,17,16.9,0
343,69.57,urban,night,9,0.77,0
50,97.57,residential,rain,12,9.31,1
215,67.23,residential,clear,10,5.04,0
289,77.24,residential,clear,3,1.56,0
91,46.37,urban,night,24,4.28,0
99,92.08,urban,clear,27,14.25,1
174,116.82,urban,clear,15,12.13,1
323,92.42,highway,clear,6,24.31,0
81,107.24,urban,clear,19,8.27,1
242,61.08,school_zone,clear,16,3.31,0
165,82.73,residential,night,17,9.19,0
40,59.14,highway,clear,18,2.75,1
260,73.44,urban,clear,22,4.57,1
304,93.44,urban,rain,1,2.76,0
210,80.04,urban,rain,3,8.25,0
64,49.75,urban,rain,2,7.73,1
56,51.7,highway,rain,4,2.98,1
154,50.38,urban,rain,30,10.68,1
185,87.83,highway,rain,22,13.04,0
202,119.28,school_zone,fog,20,3.34,1
89,105.25,urban,rain,21,6.75,0
183,40.08,urban,fog,1,13.58,0
107,106.42,urban,clear,6,6.33,1
251,96.73,urban,rain,24,3.88,1
291,47.09,highway,rain,14,4.71,0
238,71.94,school_zone,clear,15,3.3,0
0,99.91,residential,fog,23,10.91,1
363,89.01,highway,clear,2,10.01,0
8,51.82,urban,clear,24,2.69,0
365,90.21,urban,fog,21,3.14,0
11,35.25,urban,clear,12,1.28,1
189,73.54,urban,clear,15,7.42,0
38,100.76,residential,clear,2,1.84,1
34,78.37,highway,fog,6,18.45,0
250,68.02,urban,clear,7,2.44,0
266,95.79,urban,rain,27,0.71,0
43,97.5,urban,fog,3,1.77,1
357,104.2,residential,rain,9,6.18,0
117,95.49,urban,night,4,4.66,0
116,99.63,urban,fog,8,2.39,1
108,92.66,urban,clear,0,4.48,0
168,83.31,school_zone,night,8,3.03,0
65,79.79,highway,clear,22,7.29,1
155,73.25,highway,clear,23,1.9,0
76,53.75,urban,clear,11,5.55,1
18,58.89,urban,rain,21,5.72,1
134,72.36,residential,clear,19,4.77,1
246,82.83,urban,rain,27,6.68,1
279,106.82,urban,clear,24,4.44,0
129,77.16,highway,clear,7,8.18,1
118,98.07,urban,clear,18,4.77,0
288,99.59,urban,fog,24,11.24,0
249,73.37,school_zone,clear,9,5.53,1
304,89.89,highway,clear,17,10.76,0
331,73.13,urban,clear,12,3.08,0
300,104.44,urban,clear,9,2.11,0
342,90.72,school_zone,rain,6,8.14,1
152,54.19,urban,clear,1,4.84,1
144,81.23,urban,clear,23,0.46,1
117,110.96,highway,fog,25,2.64,1
86,74.38,highway,clear,20,6.21,1
274,86.95,residential,clear,7,4.52,1
261,88.92,urban,fog,0,2.54,0
293,57.27,urban,rain,19,4.81,0
61,88.21,highway,rain,6,5.42,0
179,50.12,highway,clear,17,0.94,1
81,65.49,urban,clear,30,10.56,1
326,99.51,highway,clear,0,12.21,0
97,85.14,urban,clear,17,2.63,0
52,71.91,school_zone,clear,30,16.52,1
208,86.93,school_zone,night,10,4.55,1
321,76.8,urban,rain,25,2.89,0
335,78.25,residential,clear,25,2.82,0
35,91.14,residential,clear,15,15.8,1
119,63.45,urban,rain,9,1.94,0
56,78.81,urban,clear,21,5.51,1
112,71.75,highway,clear,19,6.02,0
195,46.29,urban,clear,14,8.18,0
102,59.59,urban,rain,5,5.18,0
24,109.36,urban,rain,23,15.04,0
186,85.69,residential,clear,6,16.95,0
19,51.53,urban,clear,4,12.8,0
82,47.19,school_zone,rain,2,6.46,1
0,75.76,urban,rain,13,9.39,1
31,109.22,urban,rain,3,3.83,1
159,74.26,residential,clear,10,10.83,0
311,104.14,urban,rain,7,3.04,1
283,85.04,urban,night,14,2.25,1
36,87.43,urban,rain,24,2.19,1
12,51.29,highway,clear,13,7.43,1
123,96.75,urban,rain,17,13.83,0
238,71.3,urban,clear,4,14.57,1
273,95.26,urban,clear,3,0.5,0
301,61.72,urban,clear,30,9.79,1
125,81.54,urban,night,19,2.12,1
61,85.04,highway,clear,0,21.4,1
9,74.92,urban,fog,17,1.53,0
53,86.09,urban,clear,0,0.96,0
23,72.67,highway,clear,2,9.93,0
315,65.02,school_zone,clear,11,3.65,1
98,110.11,urban,rain,20,3.47,0
301,98.98,urban,clear,19,2.59,0
202,62.78,urban,clear,24,2.99,0
197,89.37,residential,clear,5,10.23,0
166,63.15,urban,clear,5,2.19,0
299,54.31,urban,clear,16,4.42,0
15,98.68,urban,clear,26,1.98,1
33,43.92,urban,clear,22,5.35,0
154,96.54,urban,night,20,3.43,1
144,72.95,urban,clear,2,6.97,0
199,73.77,highway,clear,27,7.65,1
270,86.2,highway,clear,30,13.99,1
215,89.62,highway,clear,18,20.49,1
94,61.47,school_zone,rain,10,2.83,0
119,92.35,urban,clear,20,8.29,1
275,80.27,residential,clear,19,3.38,0
73,52.88,school_zone,rain,28,7.49,0
184,74.6,school_zone,clear,3,7.26,1
197,105.63,school_zone,night,15,7.1,1
274,111.53,urban,night,21,8.74,0
261,92.35,urban,clear,10,5.61,0
170,54.19,urban,clear,26,3.66,0
113,87.81,urban,clear,2,5.4,1
134,95.02,highway,clear,3,19.49,1
150,92.51,urban,clear,24,3.11,0
80,93.7,urban,rain,3,3.9,0
228,85.27,residential,clear,12,2.64,0
76,76.55,highway,clear,8,0.77,0
237,65.83,highway,clear,21,4.73,0
275,40.04,urban,night,0,7.86,0
352,84.79,highway,night,11,2.28,0
43,81.72,residential,clear,30,12.56,1
278,89.15,highway,rain,11,6.82,0
31,51.25,highway,clear,18,10.3,0
123,90.9,highway,rain,30,6.36,1
64,119.09,urban,rain,18,4.4,1
59,79.57,highway,fog,23,3.73,0
64,76.77,residential,clear,29,6.16,1
16,84.18,urban,clear,19,6.58,1
301,118.65,urban,night,25,3.3,1
22,57.53,urban,clear,15,4.31,1
145,82.06,urban,clear,25,17.04,0
255,62.01,residential,rain,19,5.47,0
362,67.06,school_zone,fog,10,5.9,0
312,77.01,urban,rain,17,14.35,0
50,104.95,urban,fog,10,6.64,0
361,114.02,urban,rain,12,4.96,1
239,86.96,urban,clear,9,10.09,0
65,70.47,highway,rain,15,8.57,0
164,127.85,school_zone,fog,10,6.01,1
335,69.45,highway,fog,19,6.4,1
143,66.58,urban,clear,11,4.0,0
67,42.5,school_zone,clear,15,1.85,1
320,105.92,school_zone,fog,4,7.71,0
348,97.36,urban,clear,11,1.22,1
357,126.36,highway,clear,11,1.93,0
349,50.21,highway,fog,29,4.27,0
319,107.16,school_zone,clear,13,3.93,1
166,79.4,urban,clear,0,8.31,0
70,94.12,urban,clear,9,9.86,1
225,45.04,highway,clear,22,18.65,1
80,107.36,urban,fog,5,1.03,0
173,93.73,urban,clear,5,7.07,0
240,77.22,school_zone,clear,11,6.86,0
346,90.9,urban,clear,11,6.25,0
105,62.69,highway,clear,14,7.71,0
92,66.41,residential,clear,1,8.89,1
268,68.73,highway,clear,22,12.82,0
2,40.95,highway,clear,6,6.39,1
207,95.24,highway,clear,22,15.49,1
273,101.83,urban,clear,17,6.43,0
201,63.97,urban,clear,6,3.51,0
140,84.96,highway,clear,14,6.01,0
303,72.69,urban,clear,1,2.46,0
135,84.57,urban,clear,21,2.57,1
260,65.45,urban,clear,9,4.55,0
169,60.33,school_zone,clear,11,4.06,1
9,99.04,urban,rain,4,12.58,1
194,76.72,school_zone,clear,11,4.51,1
18,118.44,urban,fog,12,2.16,1
340,78.93,highway,rain,6,5.2,0
220,59.48,urban,clear,30,6.38,1
136,102.54,urban,clear,8,5.63,1
177,90.62,highway,clear,5,2.06,0
226,92.54,highway,clear,16,13.51,1
95,101.81,urban,clear,9,0.91,1
105,64.94,urban,clear,14,5.57,0
153,75.45,urban,fog,22,2.0,0
94,74.57,urban,clear,2,10.5,1
277,52.19,highway,rain,15,7.09,1
37,72.73,urban,fog,0,6.38,0
302,104.73,highway,clear,1,4.24,1
127,82.75,urban,night,2,12.72,0
205,51.08,highway,night,5,4.24,1
57,46.88,urban,clear,10,16.41,0
141,111.3,highway,clear,28,2.51,1
276,76.19,urban,clear,28,5.23,0
99,65.05,residential,clear,3,8.72,0
48,72.52,highway,clear,30,7.45,0
191,48.45,school_zone,clear,19,4.92,1
59,106.46,urban,clear,17,1.05,0
115,70.14,urban,fog,24,5.85,0
164,105.35,urban,clear,15,3.84,0
206,79.03,urban,clear,8,3.13,1
234,106.59,highway,clear,16,9.08,0
247,83.13,school_zone,fog,22,0.82,0
309,95.06,highway,rain,21,5.06,0
24,92.38,highway,clear,5,0.24,0
132,90.47,urban,rain,29,7.49,1
0,84.96,urban,clear,8,9.15,0
3,73.34,school_zone,rain,25,5.79,1
77,116.31,urban,rain,9,3.55,0
218,59.86,urban,clear,1,12.6,0
327,78.09,residential,rain,30,13.18,0
283,78.3,residential,fog,18,6.62,0
236,86.05,highway,fog,6,14.52,1
284,69.41,urban,clear,0,2.5,0
62,84.29,school_zone,rain,4,4.69,0
307,74.62,urban,clear,5,0.43,0
325,46.36,urban,fog,28,1.87,0
34,78.19,urban,fog,5,1.72,0
172,55.99,residential,clear,5,7.45,0
303,43.31,residential,clear,25,1.99,0
174,80.74,highway,clear,27,2.93,0
307,87.76,urban,clear,6,3.25,0
342,88.53,highway,clear,20,1.54,0
173,89.34,urban,clear,16,5.46,0
21,39.35,residential,rain,17,6.23,1
124,50.78,urban,clear,9,1.18,0
78,117.47,urban,clear,23,8.29,1
173,57.06,school_zone,rain,27,2.35,0
214,90.22,highway,clear,22,3.21,0
169,64.26,school_zone,clear,27,7.13,1
71,79.59,urban,fog,3,3.24,0
110,65.33,school_zone,night,20,1.9,0
248,89.23,urban,rain,30,5.22,1
9,80.74,urban,clear,16,10.58,0
78,69.03,highway,clear,29,9.71,1
326,57.0,urban,night,10,2.98,0
36,83.36,highway,rain,27,2.2,1
151,53.75,urban,fog,29,2.63,0
75,86.55,urban,rain,19,9.78,1
38,130.53,school_zone,clear,21,2.59,1
154,105.0,urban,clear,16,14.04,0
190,92.37,highway,fog,9,7.07,1
64,76.29,school_zone,fog,16,4.78,1
28,39.22,urban,clear,29,2.94,1
49,51.55,school_zone,rain,0,5.28,0
238,103.66,urban,clear,6,1.88,1
314,62.2,urban,night,15,1.22,0
65,64.01,urban,clear,10,7.12,0
117,74.69,school_zone,rain,19,4.76,1
125,56.76,highway,clear,11,8.51,1
132,53.46,highway,rain,20,6.08,0
89,76.99,residential,rain,3,2.9,0
20,60.17,urban,clear,10,9.7,0
192,63.18,residential,fog,21,3.2,0
130,62.38,school_zone,fog,14,11.63,0
125,88.45,residential,fog,22,3.12,0
96,73.36,residential,clear,19,1.44,1
340,74.43,residential,rain,10,13.07,1
223,89.94,urban,rain,13,3.03,1
153,75.16,school_zone,rain,29,3.21,1
75,72.43,school_zone,clear,29,1.5,1
293,87.41,highway,rain,1,4.46,1
325,91.36,urban,clear,21,1.69,0
11,75.06,residential,clear,15,12.56,1
340,79.61,urban,clear,0,3.62,0
